bucket,n_arcs,n_active_nodes,n_new_nodes,n_new_edge_events,density_local,cum_new_nodes,novelty_rate
206,0,0,0,0,0.0,4,
207,1,2,1,1,0.5,5,1.0
208,0,0,0,0,0.0,5,
209,0,0,0,0,0.0,5,
210,0,0,0,0,0.0,5,
211,0,0,0,0,0.0,5,
212,0,0,0,0,0.0,5,
213,0,0,0,0,0.0,5,
214,0,0,0,0,0.0,5,
215,0,0,0,0,0.0,5,
216,0,0,0,0,0.0,5,
217,0,0,0,0,0.0,5,
218,0,0,0,0,0.0,5,
219,0,0,0,0,0.0,5,
220,0,0,0,0,0.0,5,
221,4,6,6,4,0.6666666666666666,11,1.0
222,6,7,6,6,0.8571428571428571,17,1.0
223,2,3,2,2,0.6666666666666666,19,1.0
224,1,2,2,1,0.5,21,1.0
225,0,0,0,0,0.0,21,
226,0,0,0,0,0.0,21,
227,4,6,3,4,0.6666666666666666,24,1.0
228,0,0,0,0,0.0,24,
229,0,0,0,0,0.0,24,
230,0,0,0,0,0.0,24,
231,0,0,0,0,0.0,24,
232,0,0,0,0,0.0,24,
233,0,0,0,0,0.0,24,
234,0,0,0,0,0.0,24,
235,0,0,0,0,0.0,24,
236,1,2,1,1,0.5,25,1.0
237,0,0,0,0,0.0,25,
238,0,0,0,0,0.0,25,
239,0,0,0,0,0.0,25,
240,0,0,0,0,0.0,25,
241,0,0,0,0,0.0,25,
242,0,0,0,0,0.0,25,
243,0,0,0,0,0.0,25,
244,1,2,1,1,0.5,26,1.0
245,0,0,0,0,0.0,26,
246,0,0,0,0,0.0,26,
247,0,0,0,0,0.0,26,
248,0,0,0,0,0.0,26,
249,1,2,2,1,0.5,28,1.0
250,0,0,0,0,0.0,28,
251,0,0,0,0,0.0,28,
252,0,0,0,0,0.0,28,
253,0,0,0,0,0.0,28,
254,0,0,0,0,0.0,28,
255,0,0,0,0,0.0,28,
256,0,0,0,0,0.0,28,
257,1,2,1,1,0.5,29,1.0
258,0,0,0,0,0.0,29,
259,0,0,0,0,0.0,29,
260,0,0,0,0,0.0,29,
261,0,0,0,0,0.0,29,
262,0,0,0,0,0.0,29,
263,0,0,0,0,0.0,29,
264,4,2,2,4,2.0,31,1.0
265,1,2,2,1,0.5,33,1.0
266,0,0,0,0,0.0,33,
267,0,0,0,0,0.0,33,
268,0,0,0,0,0.0,33,
269,2,3,2,2,0.6666666666666666,35,1.0
270,0,0,0,0,0.0,35,
271,0,0,0,0,0.0,35,
272,1,2,2,1,0.5,37,1.0
273,0,0,0,0,0.0,37,
274,0,0,0,0,0.0,37,
275,0,0,0,0,0.0,37,
276,2,4,3,2,0.5,40,1.0
277,4,5,1,4,0.8,41,1.0
278,1,2,0,1,0.5,41,1.0
279,0,0,0,0,0.0,41,
280,0,0,0,0,0.0,41,
281,0,0,0,0,0.0,41,
282,0,0,0,0,0.0,41,
283,0,0,0,0,0.0,41,
284,0,0,0,0,0.0,41,
285,0,0,0,0,0.0,41,
286,0,0,0,0,0.0,41,
287,0,0,0,0,0.0,41,
288,0,0,0,0,0.0,41,
289,0,0,0,0,0.0,41,
290,0,0,0,0,0.0,41,
291,0,0,0,0,0.0,41,
292,0,0,0,0,0.0,41,
293,0,0,0,0,0.0,41,
294,0,0,0,0,0.0,41,
295,0,0,0,0,0.0,41,
296,1,2,1,1,0.5,42,1.0
297,1,2,1,1,0.5,43,1.0
298,0,0,0,0,0.0,43,
299,0,0,0,0,0.0,43,
300,0,0,0,0,0.0,43,
301,1,2,0,1,0.5,43,1.0
302,1,2,2,1,0.5,45,1.0
303,1,2,1,1,0.5,46,1.0
304,3,4,2,3,0.75,48,1.0
305,0,0,0,0,0.0,48,
306,0,0,0,0,0.0,48,
307,0,0,0,0,0.0,48,
308,1,2,1,1,0.5,49,1.0
309,11,13,10,11,0.8461538461538461,59,1.0
310,5,8,3,5,0.625,62,1.0
311,4,5,0,1,0.8,62,0.25
312,23,16,6,22,1.4375,68,0.9565217391304348
313,2,3,1,2,0.6666666666666666,69,1.0
314,2,4,1,2,0.5,70,1.0
315,7,8,4,5,0.875,74,0.7142857142857143
316,9,10,3,5,0.9,77,0.5555555555555556
317,8,10,4,8,0.8,81,1.0
318,11,13,2,11,0.8461538461538461,83,1.0
319,5,6,0,2,0.8333333333333334,83,0.4
320,4,7,2,2,0.5714285714285714,85,0.5
321,8,12,2,6,0.6666666666666666,87,0.75
322,12,12,6,11,1.0,93,0.9166666666666666
323,9,9,2,5,1.0,95,0.5555555555555556
324,3,4,0,1,0.75,95,0.3333333333333333
325,3,6,1,3,0.5,96,1.0
326,2,2,0,1,1.0,96,0.5
327,10,10,6,10,1.0,102,1.0
328,5,6,0,3,0.8333333333333334,102,0.6
329,0,0,0,0,0.0,102,
330,2,3,1,2,0.6666666666666666,103,1.0
331,2,2,1,2,1.0,104,1.0
332,1,2,0,0,0.5,104,0.0
333,0,0,0,0,0.0,104,
334,0,0,0,0,0.0,104,
335,0,0,0,0,0.0,104,
336,0,0,0,0,0.0,104,
337,0,0,0,0,0.0,104,
338,0,0,0,0,0.0,104,
339,0,0,0,0,0.0,104,
340,5,7,2,5,0.7142857142857143,106,1.0
341,3,5,1,3,0.6,107,1.0
342,0,0,0,0,0.0,107,
343,2,3,0,2,0.6666666666666666,107,1.0
344,4,7,5,4,0.5714285714285714,112,1.0
345,5,8,2,4,0.625,114,0.8
346,4,6,1,4,0.6666666666666666,115,1.0
347,5,6,2,5,0.8333333333333334,117,1.0
348,2,4,0,2,0.5,117,1.0
349,7,7,3,7,1.0,120,1.0
350,6,10,1,4,0.6,121,0.6666666666666666
351,2,4,1,2,0.5,122,1.0
352,2,4,1,1,0.5,123,0.5
353,2,4,3,2,0.5,126,1.0
354,1,2,0,0,0.5,126,0.0
355,5,6,2,3,0.8333333333333334,128,0.6
356,5,7,1,2,0.7142857142857143,129,0.4
357,7,6,0,4,1.1666666666666667,129,0.5714285714285714
358,7,8,1,6,0.875,130,0.8571428571428571
359,4,6,1,2,0.6666666666666666,131,0.5
360,3,4,0,2,0.75,131,0.6666666666666666
361,5,7,1,3,0.7142857142857143,132,0.6
362,19,11,3,16,1.7272727272727273,135,0.8421052631578947
363,2,2,0,0,1.0,135,0.0
364,1,2,0,1,0.5,135,1.0
365,2,4,1,1,0.5,136,0.5
366,7,8,2,6,0.875,138,0.8571428571428571
367,10,10,1,5,1.0,139,0.5
368,7,8,1,4,0.875,140,0.5714285714285714
369,8,7,0,5,1.1428571428571428,140,0.625
370,4,4,1,4,1.0,141,1.0
371,3,5,0,2,0.6,141,0.6666666666666666
372,11,9,0,3,1.2222222222222223,141,0.2727272727272727
373,10,13,3,5,0.7692307692307693,144,0.5
374,5,7,0,3,0.7142857142857143,144,0.6
375,12,7,1,10,1.7142857142857142,145,0.8333333333333334
376,8,5,0,5,1.6,145,0.625
377,3,5,1,2,0.6,146,0.6666666666666666
378,0,0,0,0,0.0,146,
379,0,0,0,0,0.0,146,
380,0,0,0,0,0.0,146,
381,0,0,0,0,0.0,146,
382,0,0,0,0,0.0,146,
383,0,0,0,0,0.0,146,
384,0,0,0,0,0.0,146,
385,0,0,0,0,0.0,146,
386,0,0,0,0,0.0,146,
387,0,0,0,0,0.0,146,
388,0,0,0,0,0.0,146,
389,3,5,0,2,0.6,146,0.6666666666666666
390,1,2,0,1,0.5,146,1.0
391,5,6,1,1,0.8333333333333334,147,0.2
392,2,4,0,0,0.5,147,0.0
393,14,14,7,11,1.0,154,0.7857142857142857
394,6,9,1,5,0.6666666666666666,155,0.8333333333333334
395,1,2,0,0,0.5,155,0.0
396,0,0,0,0,0.0,155,
397,1,2,1,1,0.5,156,1.0
398,4,7,0,2,0.5714285714285714,156,0.5
399,2,4,0,1,0.5,156,0.5
400,2,3,0,0,0.6666666666666666,156,0.0
401,4,6,2,2,0.6666666666666666,158,0.5
402,0,0,0,0,0.0,158,
403,0,0,0,0,0.0,158,
404,8,8,1,3,1.0,159,0.375
405,2,3,0,0,0.6666666666666666,159,0.0
406,2,4,1,2,0.5,160,1.0
407,5,7,0,1,0.7142857142857143,160,0.2
408,0,0,0,0,0.0,160,
409,2,4,2,2,0.5,162,1.0
410,1,2,1,1,0.5,163,1.0
411,8,10,3,6,0.8,166,0.75
412,16,20,6,12,0.8,172,0.75
413,4,7,1,3,0.5714285714285714,173,0.75
414,3,6,0,1,0.5,173,0.3333333333333333
415,8,11,2,7,0.7272727272727273,175,0.875
416,22,13,1,10,1.6923076923076923,176,0.45454545454545453
417,56,16,6,29,3.5,182,0.5178571428571429
418,48,12,2,15,4.0,184,0.3125
419,30,7,0,0,4.285714285714286,184,0.0
420,29,14,3,21,2.0714285714285716,187,0.7241379310344828
421,16,15,2,6,1.0666666666666667,189,0.375
422,7,8,2,6,0.875,191,0.8571428571428571
423,25,11,2,8,2.272727272727273,193,0.32
424,2,4,1,2,0.5,194,1.0
425,2,4,1,2,0.5,195,1.0
426,27,28,8,27,0.9642857142857143,203,1.0
427,0,0,0,0,0.0,203,
428,0,0,0,0,0.0,203,
429,4,6,2,4,0.6666666666666666,205,1.0
430,0,0,0,0,0.0,205,
431,0,0,0,0,0.0,205,
432,0,0,0,0,0.0,205,
433,0,0,0,0,0.0,205,
434,0,0,0,0,0.0,205,
435,0,0,0,0,0.0,205,
436,0,0,0,0,0.0,205,
437,0,0,0,0,0.0,205,
438,0,0,0,0,0.0,205,
439,1,2,0,1,0.5,205,1.0
440,6,8,0,5,0.75,205,0.8333333333333334
441,11,15,3,10,0.7333333333333333,208,0.9090909090909091
442,2,4,0,1,0.5,208,0.5
443,11,14,2,7,0.7857142857142857,210,0.6363636363636364
444,5,5,0,2,1.0,210,0.4
445,1,2,0,0,0.5,210,0.0
446,3,5,0,3,0.6,210,1.0
447,5,7,3,5,0.7142857142857143,213,1.0
448,19,14,3,16,1.3571428571428572,216,0.8421052631578947
449,11,17,3,7,0.6470588235294118,219,0.6363636363636364
450,14,11,0,9,1.2727272727272727,219,0.6428571428571429
451,22,15,1,6,1.4666666666666666,220,0.2727272727272727
452,9,8,1,4,1.125,221,0.4444444444444444
453,6,8,2,4,0.75,223,0.6666666666666666
454,13,17,2,9,0.7647058823529411,225,0.6923076923076923
455,12,8,1,10,1.5,226,0.8333333333333334
456,6,9,2,3,0.6666666666666666,228,0.5
457,4,7,3,3,0.5714285714285714,231,0.75
458,9,12,1,5,0.75,232,0.5555555555555556
459,8,8,0,6,1.0,232,0.75
460,4,5,1,4,0.8,233,1.0
461,4,6,2,4,0.6666666666666666,235,1.0
462,3,5,0,1,0.6,235,0.3333333333333333
463,5,7,0,3,0.7142857142857143,235,0.6
464,4,5,0,2,0.8,235,0.5
465,2,4,0,2,0.5,235,1.0
466,2,4,0,1,0.5,235,0.5
467,11,16,2,5,0.6875,237,0.45454545454545453
468,17,14,0,14,1.2142857142857142,237,0.8235294117647058
469,43,10,0,18,4.3,237,0.4186046511627907
470,42,12,0,8,3.5,237,0.19047619047619047
471,45,17,3,15,2.6470588235294117,240,0.3333333333333333
472,17,15,0,4,1.1333333333333333,240,0.23529411764705882
473,8,5,0,1,1.6,240,0.125
474,2,3,1,2,0.6666666666666666,241,1.0
475,1,2,0,1,0.5,241,1.0
476,4,5,1,3,0.8,242,0.75
477,0,0,0,0,0.0,242,
478,0,0,0,0,0.0,242,
479,0,0,0,0,0.0,242,
480,0,0,0,0,0.0,242,
481,0,0,0,0,0.0,242,
482,0,0,0,0,0.0,242,
483,0,0,0,0,0.0,242,
484,0,0,0,0,0.0,242,
485,0,0,0,0,0.0,242,
486,2,3,1,2,0.6666666666666666,243,1.0
487,0,0,0,0,0.0,243,
488,1,2,0,1,0.5,243,1.0
489,2,4,0,1,0.5,243,0.5
490,1,2,0,0,0.5,243,0.0
491,3,6,0,1,0.5,243,0.3333333333333333
492,0,0,0,0,0.0,243,
493,4,8,2,3,0.5,245,0.75
494,0,0,0,0,0.0,245,
495,4,7,1,2,0.5714285714285714,246,0.5
496,3,6,0,3,0.5,246,1.0
497,7,11,0,3,0.6363636363636364,246,0.42857142857142855
498,6,5,2,5,1.2,248,0.8333333333333334
499,10,13,3,5,0.7692307692307693,251,0.5
500,2,4,0,0,0.5,251,0.0
501,4,7,0,0,0.5714285714285714,251,0.0
502,19,18,1,9,1.0555555555555556,252,0.47368421052631576
503,2,3,0,0,0.6666666666666666,252,0.0
504,2,4,1,2,0.5,253,1.0
505,11,8,1,5,1.375,254,0.45454545454545453
506,6,4,0,0,1.5,254,0.0
507,1,2,1,1,0.5,255,1.0
508,6,12,3,3,0.5,258,0.5
509,22,16,5,13,1.375,263,0.5909090909090909
510,19,14,2,6,1.3571428571428572,265,0.3157894736842105
511,37,19,2,21,1.9473684210526316,267,0.5675675675675675
512,21,21,1,6,1.0,268,0.2857142857142857
513,11,14,2,7,0.7857142857142857,270,0.6363636363636364
514,19,16,4,16,1.1875,274,0.8421052631578947
515,15,18,2,10,0.8333333333333334,276,0.6666666666666666
516,16,18,3,9,0.8888888888888888,279,0.5625
517,14,14,2,8,1.0,281,0.5714285714285714
518,23,24,5,14,0.9583333333333334,286,0.6086956521739131
519,3,4,0,1,0.75,286,0.3333333333333333
520,3,4,0,3,0.75,286,1.0
521,5,6,0,5,0.8333333333333334,286,1.0
522,1,2,1,1,0.5,287,1.0
523,0,0,0,0,0.0,287,
524,1,2,0,1,0.5,287,1.0
525,0,0,0,0,0.0,287,
526,0,0,0,0,0.0,287,
527,1,2,0,1,0.5,287,1.0
528,0,0,0,0,0.0,287,
529,0,0,0,0,0.0,287,
530,0,0,0,0,0.0,287,
531,1,2,1,1,0.5,288,1.0
532,1,2,0,0,0.5,288,0.0
533,0,0,0,0,0.0,288,
534,11,14,1,9,0.7857142857142857,289,0.8181818181818182
535,2,4,1,2,0.5,290,1.0
536,4,7,3,4,0.5714285714285714,293,1.0
537,2,4,0,2,0.5,293,1.0
538,5,8,0,4,0.625,293,0.8
539,1,2,1,1,0.5,294,1.0
540,2,4,0,0,0.5,294,0.0
541,3,5,0,2,0.6,294,0.6666666666666666
542,12,16,2,7,0.75,296,0.5833333333333334
543,3,6,1,2,0.5,297,0.6666666666666666
544,3,5,0,1,0.6,297,0.3333333333333333
545,5,9,1,1,0.5555555555555556,298,0.2
546,4,7,0,3,0.5714285714285714,298,0.75
547,7,9,2,5,0.7777777777777778,300,0.7142857142857143
548,2,4,0,2,0.5,300,1.0
549,15,18,1,11,0.8333333333333334,301,0.7333333333333333
550,12,16,1,7,0.75,302,0.5833333333333334
551,5,10,2,4,0.5,304,0.8
552,10,12,0,4,0.8333333333333334,304,0.4
553,7,9,0,6,0.7777777777777778,304,0.8571428571428571
554,12,18,2,7,0.6666666666666666,306,0.5833333333333334
555,16,13,2,14,1.2307692307692308,308,0.875
556,27,19,2,18,1.4210526315789473,310,0.6666666666666666
557,14,15,0,3,0.9333333333333333,310,0.21428571428571427
558,24,24,2,14,1.0,312,0.5833333333333334
559,31,24,2,18,1.2916666666666667,314,0.5806451612903226
560,50,39,4,29,1.2820512820512822,318,0.58
561,43,39,1,22,1.1025641025641026,319,0.5116279069767442
562,40,32,2,14,1.25,321,0.35
563,39,32,4,20,1.21875,325,0.5128205128205128
564,60,31,4,21,1.935483870967742,329,0.35
565,53,38,4,32,1.394736842105263,333,0.6037735849056604
566,89,28,3,33,3.1785714285714284,336,0.3707865168539326
567,39,27,1,17,1.4444444444444444,337,0.4358974358974359
568,46,20,2,29,2.3,339,0.6304347826086957
569,13,11,1,6,1.1818181818181819,340,0.46153846153846156
570,6,9,1,4,0.6666666666666666,341,0.6666666666666666
571,0,0,0,0,0.0,341,
572,0,0,0,0,0.0,341,
573,0,0,0,0,0.0,341,
574,0,0,0,0,0.0,341,
575,0,0,0,0,0.0,341,
576,0,0,0,0,0.0,341,
577,0,0,0,0,0.0,341,
578,3,4,0,2,0.75,341,0.6666666666666666
579,1,2,1,1,0.5,342,1.0
580,0,0,0,0,0.0,342,
581,2,4,0,0,0.5,342,0.0
582,0,0,0,0,0.0,342,
583,5,8,0,2,0.625,342,0.4
584,7,9,2,7,0.7777777777777778,344,1.0
585,6,9,1,3,0.6666666666666666,345,0.5
586,3,5,0,1,0.6,345,0.3333333333333333
587,1,2,0,0,0.5,345,0.0
588,3,5,0,2,0.6,345,0.6666666666666666
589,5,9,1,2,0.5555555555555556,346,0.4
590,15,16,3,9,0.9375,349,0.6
591,34,12,0,8,2.8333333333333335,349,0.23529411764705882
592,19,9,0,15,2.111111111111111,349,0.7894736842105263
593,35,13,0,23,2.6923076923076925,349,0.6571428571428571
594,28,11,0,1,2.5454545454545454,349,0.03571428571428571
595,12,12,0,4,1.0,349,0.3333333333333333
596,8,11,3,8,0.7272727272727273,352,1.0
597,9,14,2,6,0.6428571428571429,354,0.6666666666666666
598,7,9,1,7,0.7777777777777778,355,1.0
599,8,16,0,6,0.5,355,0.75
600,7,14,4,5,0.5,359,0.7142857142857143
601,25,27,0,9,0.9259259259259259,359,0.36
602,14,15,1,3,0.9333333333333333,360,0.21428571428571427
603,2,3,0,1,0.6666666666666666,360,0.5
604,5,6,0,4,0.8333333333333334,360,0.8
605,7,8,0,6,0.875,360,0.8571428571428571
606,10,13,0,3,0.7692307692307693,360,0.3
607,14,14,0,6,1.0,360,0.42857142857142855
608,35,27,0,15,1.2962962962962963,360,0.42857142857142855
609,47,27,4,12,1.7407407407407407,364,0.2553191489361702
610,56,27,1,29,2.074074074074074,365,0.5178571428571429
611,44,31,2,12,1.4193548387096775,367,0.2727272727272727
612,38,32,1,16,1.1875,368,0.42105263157894735
613,37,31,4,10,1.1935483870967742,372,0.2702702702702703
614,33,31,3,14,1.064516129032258,375,0.42424242424242425
615,32,28,2,19,1.1428571428571428,377,0.59375
616,29,28,5,19,1.0357142857142858,382,0.6551724137931034
617,18,11,1,6,1.6363636363636365,383,0.3333333333333333
618,1,2,0,1,0.5,383,1.0
619,1,2,0,1,0.5,383,1.0
620,0,0,0,0,0.0,383,
621,2,3,0,2,0.6666666666666666,383,1.0
622,2,2,0,2,1.0,383,1.0
623,0,0,0,0,0.0,383,
624,0,0,0,0,0.0,383,
625,1,2,0,0,0.5,383,0.0
626,1,2,0,1,0.5,383,1.0
627,1,2,0,1,0.5,383,1.0
628,4,6,1,3,0.6666666666666666,384,0.75
629,8,11,0,5,0.7272727272727273,384,0.625
630,3,6,1,2,0.5,385,0.6666666666666666
631,1,2,0,1,0.5,385,1.0
632,4,7,1,2,0.5714285714285714,386,0.5
633,13,11,1,11,1.1818181818181819,387,0.8461538461538461
634,3,5,0,1,0.6,387,0.3333333333333333
635,12,14,1,10,0.8571428571428571,388,0.8333333333333334
636,6,11,0,2,0.5454545454545454,388,0.3333333333333333
637,8,14,0,7,0.5714285714285714,388,0.875
638,14,18,1,6,0.7777777777777778,389,0.42857142857142855
639,10,14,2,6,0.7142857142857143,391,0.6
640,8,13,4,8,0.6153846153846154,395,1.0
641,24,23,1,14,1.0434782608695652,396,0.5833333333333334
642,30,19,1,9,1.5789473684210527,397,0.3
643,34,18,0,14,1.8888888888888888,397,0.4117647058823529
644,18,19,2,9,0.9473684210526315,399,0.5
645,16,15,1,13,1.0666666666666667,400,0.8125
646,9,15,0,3,0.6,400,0.3333333333333333
647,17,12,2,10,1.4166666666666667,402,0.5882352941176471
648,11,10,0,2,1.1,402,0.18181818181818182
649,13,19,1,5,0.6842105263157895,403,0.38461538461538464
650,28,18,0,20,1.5555555555555556,403,0.7142857142857143
651,21,14,2,11,1.5,405,0.5238095238095238
652,31,27,2,15,1.1481481481481481,407,0.4838709677419355
653,24,19,3,15,1.263157894736842,410,0.625
654,22,16,0,4,1.375,410,0.18181818181818182
655,13,20,0,5,0.65,410,0.38461538461538464
656,34,36,5,27,0.9444444444444444,415,0.7941176470588235
657,34,30,1,15,1.1333333333333333,416,0.4411764705882353
658,49,35,2,29,1.4,418,0.5918367346938775
659,52,41,1,20,1.2682926829268293,419,0.38461538461538464
660,59,36,2,19,1.6388888888888888,421,0.3220338983050847
661,56,34,2,17,1.6470588235294117,423,0.30357142857142855
662,58,36,0,20,1.6111111111111112,423,0.3448275862068966
663,43,26,1,23,1.6538461538461537,424,0.5348837209302325
664,33,19,1,10,1.736842105263158,425,0.30303030303030304
665,13,11,2,4,1.1818181818181819,427,0.3076923076923077
666,7,9,0,6,0.7777777777777778,427,0.8571428571428571
667,2,4,0,2,0.5,427,1.0
668,1,2,0,1,0.5,427,1.0
669,2,4,0,2,0.5,427,1.0
670,0,0,0,0,0.0,427,
671,0,0,0,0,0.0,427,
672,0,0,0,0,0.0,427,
673,0,0,0,0,0.0,427,
674,0,0,0,0,0.0,427,
675,1,2,0,1,0.5,427,1.0
676,2,4,0,1,0.5,427,0.5
