t # 0
v 316 0
v 317 0
v 318 0
v 319 0
v 320 0
v 321 0
v 322 0
v 323 0
v 324 0
v 325 0
v 326 0
v 327 0
v 328 0
v 329 0
v 330 0
v 331 0
v 332 0
v 333 0
v 334 0
v 335 0
v 336 0
v 337 0
v 338 0
v 339 0
v 340 0
v 341 0
v 342 0
v 343 0
v 344 0
v 345 0
v 346 0
v 347 0
v 348 0
v 349 0
v 350 0
v 351 0
v 352 0
v 353 0
v 354 0
v 355 0
v 356 0
v 357 0
v 358 0
v 359 0
v 360 0
v 361 0
v 362 0
v 363 0
v 364 0
v 365 0
v 366 0
v 367 0
v 368 0
v 369 0
v 370 0
v 371 0
v 372 0
v 373 0
v 374 0
v 375 0
v 376 0
v 377 0
v 378 0
v 379 0
v 380 0
v 381 0
v 382 0
v 383 0
v 384 0
v 385 0
v 386 0
v 387 0
v 388 0
v 389 0
v 390 0
v 391 0
v 392 0
v 393 0
v 394 0
v 395 0
v 396 0
v 397 0
v 398 0
v 399 0
v 400 0
v 401 0
v 402 0
v 403 0
v 404 0
v 405 0
v 406 0
v 407 0
v 408 0
v 409 0
v 410 0
v 411 0
v 412 0
v 413 0
v 414 0
v 415 0
v 416 0
v 417 0
v 418 0
v 419 0
v 420 0
v 421 0
v 422 0
v 423 0
v 424 0
v 425 0
v 426 0
v 427 0
v 428 0
v 429 0
v 430 0
v 431 0
v 432 0
v 433 0
v 434 0
v 435 0
v 436 0
v 437 0
v 438 0
v 439 0
v 440 0
v 441 0
v 442 0
v 443 0
v 444 0
v 445 0
v 446 0
v 447 0
v 448 0
v 449 0
v 450 0
v 451 0
v 452 0
v 453 0
v 454 0
v 455 0
v 456 0
v 457 0
v 458 0
v 459 0
v 460 0
v 461 0
v 462 0
v 463 0
v 464 0
v 465 0
v 466 0
v 467 0
v 468 0
v 469 0
v 470 0
v 471 0
v 472 0
v 473 0
v 474 0
v 475 0
v 476 0
v 477 0
v 478 0
v 479 0
v 480 0
v 481 0
v 482 0
v 483 0
v 484 0
v 485 0
v 486 0
v 487 0
v 488 0
v 489 0
v 490 0
v 491 0
v 492 0
v 493 0
v 494 0
v 495 0
v 496 0
v 497 0
v 498 0
v 499 0
v 500 0
v 501 0
v 502 0
v 503 0
v 504 0
v 505 0
v 506 0
v 507 0
v 508 0
v 509 0
v 510 0
v 511 0
v 512 0
v 513 0
v 514 0
v 515 0
v 516 0
v 517 0
v 518 0
v 519 0
v 520 0
v 521 0
v 522 0
v 523 0
v 524 0
v 525 0
v 526 0
v 527 0
v 528 0
v 529 0
e 0 1 0
e 2 3 1
e 24 20 4
e 8 21 4
e 8 23 4
e 7 22 4
e 18 21 4
e 19 20 4
e 8 17 4
e 8 13 4
e 8 16 4
e 18 17 4
e 8 14 4
e 8 15 4
e 5 6 4
e 7 6 4
e 8 9 4
e 4 1 4
e 11 12 4
e 8 13 4
e 8 10 4
e 35 36 5
e 40 12 5
e 40 13 5
e 40 10 5
e 40 14 5
e 35 39 5
e 37 38 5
e 33 32 5
e 40 38 5
e 31 32 5
e 29 30 5
e 29 30 5
e 29 30 5
e 29 30 5
e 28 24 5
e 26 27 5
e 25 6 5
e 33 34 5
e 2 83 6
e 18 7 6
e 18 57 6
e 83 85 6
e 82 57 6
e 35 59 6
e 85 47 6
e 89 55 6
e 86 7 6
e 35 88 6
e 18 71 6
e 35 89 6
e 35 83 6
e 90 91 6
e 35 92 6
e 90 91 6
e 86 62 6
e 18 84 6
e 66 58 6
e 40 57 6
e 35 89 6
e 18 81 6
e 18 71 6
e 11 31 6
e 18 63 6
e 18 57 6
e 18 57 6
e 43 83 6
e 18 57 6
e 82 58 6
e 50 69 6
e 37 57 6
e 40 57 6
e 62 78 6
e 40 62 6
e 40 62 6
e 18 51 6
e 90 91 6
e 90 46 6
e 35 83 6
e 47 96 6
e 98 7 6
e 98 7 6
e 96 47 6
e 99 100 6
e 101 96 6
e 96 47 6
e 96 97 6
e 96 101 6
e 47 57 6
e 96 47 6
e 102 71 6
e 102 57 6
e 103 58 6
e 103 58 6
e 102 71 6
e 100 99 6
e 35 59 6
e 97 96 6
e 78 69 6
e 50 57 6
e 93 83 6
e 35 83 6
e 93 83 6
e 93 83 6
e 68 83 6
e 68 94 6
e 96 97 6
e 86 7 6
e 2 83 6
e 47 85 6
e 83 7 6
e 90 80 6
e 95 87 6
e 7 83 6
e 83 7 6
e 2 83 6
e 40 80 6
e 35 87 6
e 40 79 6
e 43 13 6
e 35 55 6
e 35 59 6
e 55 60 6
e 61 49 6
e 35 59 6
e 31 58 6
e 50 57 6
e 35 59 6
e 40 62 6
e 40 63 6
e 40 64 6
e 40 55 6
e 40 60 6
e 40 42 6
e 40 51 6
e 35 49 6
e 40 57 6
e 43 58 6
e 35 31 6
e 78 57 6
e 40 41 6
e 40 42 6
e 8 39 6
e 43 44 6
e 45 21 6
e 43 45 6
e 35 57 6
e 46 45 6
e 8 48 6
e 35 49 6
e 43 50 6
e 31 51 6
e 35 31 6
e 52 53 6
e 35 54 6
e 47 45 6
e 40 58 6
e 55 56 6
e 8 57 6
e 71 70 6
e 72 73 6
e 73 72 6
e 72 73 6
e 73 72 6
e 33 57 6
e 43 74 6
e 50 57 6
e 8 57 6
e 8 75 6
e 31 76 6
e 40 75 6
e 40 77 6
e 78 47 6
e 8 63 6
e 78 62 6
e 72 73 6
e 70 71 6
e 43 74 6
e 66 31 6
e 31 57 6
e 70 57 6
e 11 65 6
e 66 31 6
e 40 31 6
e 66 31 6
e 67 55 6
e 66 31 6
e 31 67 6
e 11 65 6
e 67 60 6
e 66 31 6
e 66 7 6
e 68 66 6
e 69 50 6
e 66 31 6
e 43 49 6
e 37 100 7
e 37 100 7
e 37 85 7
e 102 62 7
e 43 89 7
e 139 104 7
e 37 100 7
e 102 71 7
e 102 71 7
e 37 85 7
e 43 140 7
e 37 100 7
e 102 100 7
e 37 60 7
e 74 119 7
e 37 80 7
e 43 140 7
e 43 73 7
e 123 134 7
e 43 89 7
e 43 126 7
e 102 100 7
e 8 31 7
e 35 132 7
e 18 110 7
e 102 134 7
e 139 123 7
e 134 132 7
e 132 134 7
e 35 132 7
e 35 132 7
e 8 108 7
e 8 108 7
e 61 135 7
e 95 31 7
e 136 137 7
e 95 136 7
e 18 119 7
e 43 89 7
e 95 136 7
e 136 137 7
e 18 138 7
e 43 59 7
e 43 87 7
e 43 101 7
e 43 89 7
e 43 89 7
e 18 81 7
e 144 47 7
e 18 81 7
e 47 80 7
e 94 80 7
e 144 47 7
e 94 62 7
e 144 94 7
e 94 108 7
e 144 94 7
e 144 47 7
e 144 94 7
e 144 47 7
e 94 108 7
e 95 47 7
e 94 108 7
e 95 94 7
e 95 94 7
e 95 47 7
e 95 94 7
e 104 143 7
e 104 62 7
e 5 145 7
e 102 134 7
e 102 108 7
e 102 62 7
e 102 62 7
e 102 108 7
e 104 55 7
e 18 81 7
e 123 134 7
e 104 57 7
e 104 62 7
e 18 81 7
e 104 60 7
e 104 134 7
e 123 134 7
e 70 71 7
e 18 81 7
e 134 123 7
e 62 104 7
e 71 70 7
e 141 57 7
e 123 134 7
e 123 134 7
e 142 31 7
e 143 98 7
e 143 104 7
e 143 120 7
e 8 108 7
e 8 31 7
e 132 134 7
e 102 134 7
e 102 134 7
e 43 115 7
e 43 116 7
e 43 116 7
e 43 78 7
e 79 57 7
e 95 31 7
e 117 99 7
e 118 119 7
e 118 119 7
e 119 118 7
e 119 74 7
e 118 119 7
e 119 118 7
e 118 57 7
e 73 72 7
e 117 119 7
e 120 107 7
e 71 105 7
e 43 91 7
e 25 121 7
e 43 78 7
e 86 57 7
e 0 122 7
e 28 57 7
e 55 104 7
e 18 51 7
e 104 55 7
e 105 71 7
e 104 60 7
e 104 32 7
e 104 106 7
e 104 80 7
e 43 101 7
e 35 104 7
e 35 103 7
e 33 107 7
e 33 108 7
e 35 109 7
e 110 111 7
e 33 57 7
e 35 112 7
e 35 108 7
e 78 108 7
e 113 104 7
e 100 114 7
e 55 89 7
e 55 67 7
e 95 123 7
e 104 7 7
e 35 103 7
e 98 125 7
e 102 71 7
e 102 71 7
e 102 62 7
e 102 116 7
e 102 71 7
e 130 29 7
e 68 94 7
e 68 123 7
e 68 78 7
e 131 29 7
e 35 98 7
e 35 132 7
e 35 59 7
e 35 133 7
e 35 132 7
e 35 80 7
e 102 71 7
e 132 134 7
e 134 132 7
e 124 125 7
e 130 29 7
e 123 7 7
e 35 132 7
e 123 84 7
e 71 123 7
e 43 78 7
e 35 126 7
e 35 127 7
e 43 78 7
e 43 128 7
e 43 115 7
e 8 119 7
e 78 57 7
e 35 108 7
e 35 123 7
e 35 108 7
e 35 111 7
e 123 108 7
e 31 129 7
e 84 123 7
e 43 78 7
e 35 111 7
e 35 108 7
e 123 71 7
e 123 60 7
e 123 84 7
e 40 167 8
e 40 176 8
e 40 167 8
e 40 167 8
e 62 173 8
e 173 62 8
e 40 167 8
e 40 176 8
e 174 31 8
e 174 31 8
e 40 176 8
e 40 176 8
e 40 176 8
e 40 167 8
e 62 173 8
e 40 176 8
e 173 62 8
e 62 173 8
e 31 174 8
e 31 174 8
e 184 146 8
e 62 173 8
e 102 176 8
e 174 31 8
e 154 62 8
e 184 185 8
e 31 154 8
e 154 31 8
e 139 184 8
e 185 184 8
e 31 184 8
e 173 62 8
e 40 176 8
e 184 31 8
e 40 167 8
e 40 184 8
e 40 176 8
e 40 176 8
e 40 176 8
e 40 176 8
e 40 176 8
e 40 167 8
e 40 184 8
e 40 176 8
e 62 173 8
e 176 31 8
e 40 167 8
e 174 31 8
e 40 167 8
e 31 174 8
e 31 176 8
e 174 31 8
e 176 31 8
e 40 176 8
e 31 176 8
e 176 31 8
e 40 62 8
e 182 183 8
e 40 62 8
e 31 176 8
e 40 179 8
e 40 176 8
e 40 179 8
e 176 31 8
e 186 185 8
e 40 176 8
e 176 31 8
e 62 173 8
e 173 62 8
e 40 176 8
e 173 62 8
e 62 154 8
e 40 167 8
e 40 167 8
e 40 176 8
e 40 167 8
e 31 174 8
e 174 31 8
e 40 167 8
e 31 176 8
e 40 176 8
e 8 31 8
e 40 167 8
e 173 62 8
e 62 173 8
e 31 174 8
e 40 176 8
e 40 167 8
e 173 62 8
e 62 173 8
e 184 96 8
e 100 189 8
e 186 185 8
e 175 57 8
e 175 71 8
e 175 96 8
e 175 85 8
e 175 131 8
e 175 119 8
e 175 148 8
e 175 60 8
e 175 19 8
e 193 194 8
e 193 148 8
e 40 191 8
e 102 108 8
e 102 108 8
e 102 189 8
e 108 123 8
e 102 108 8
e 192 189 8
e 100 189 8
e 175 7 8
e 175 195 8
e 175 196 8
e 175 197 8
e 176 179 8
e 188 143 8
e 203 183 8
e 203 103 8
e 203 204 8
e 175 165 8
e 175 174 8
e 175 183 8
e 175 176 8
e 189 108 8
e 175 180 8
e 175 202 8
e 175 184 8
e 175 201 8
e 175 187 8
e 175 200 8
e 175 191 8
e 175 189 8
e 175 199 8
e 175 198 8
e 175 179 8
e 102 96 8
e 100 189 8
e 192 189 8
e 184 108 8
e 186 185 8
e 139 184 8
e 188 174 8
e 188 174 8
e 102 187 8
e 186 185 8
e 102 62 8
e 102 57 8
e 62 184 8
e 62 154 8
e 186 185 8
e 40 167 8
e 184 62 8
e 40 185 8
e 40 184 8
e 40 185 8
e 40 184 8
e 40 184 8
e 139 184 8
e 188 7 8
e 101 96 8
e 139 184 8
e 100 99 8
e 192 148 8
e 100 189 8
e 100 189 8
e 100 189 8
e 100 189 8
e 100 189 8
e 100 189 8
e 100 189 8
e 190 77 8
e 100 189 8
e 100 189 8
e 100 189 8
e 100 189 8
e 100 189 8
e 190 174 8
e 100 189 8
e 100 99 8
e 40 187 8
e 40 85 8
e 102 191 8
e 176 179 8
e 8 31 8
e 40 62 8
e 31 163 8
e 162 71 8
e 160 161 8
e 33 100 8
e 8 7 8
e 35 128 8
e 35 104 8
e 35 108 8
e 35 146 8
e 128 7 8
e 159 71 8
e 43 128 8
e 43 73 8
e 0 158 8
e 50 100 8
e 43 128 8
e 43 128 8
e 43 128 8
e 104 128 8
e 57 7 8
e 31 57 8
e 40 75 8
e 40 119 8
e 102 62 8
e 7 163 8
e 7 57 8
e 31 129 8
e 50 156 8
e 102 100 8
e 55 171 8
e 55 170 8
e 55 169 8
e 104 134 8
e 55 153 8
e 55 67 8
e 40 133 8
e 40 168 8
e 40 167 8
e 40 166 8
e 40 156 8
e 40 165 8
e 40 164 8
e 40 131 8
e 40 55 8
e 102 172 8
e 8 31 8
e 18 157 8
e 8 152 8
e 8 151 8
e 8 150 8
e 8 149 8
e 8 148 8
e 8 147 8
e 8 135 8
e 18 119 8
e 43 31 8
e 35 146 8
e 35 108 8
e 35 104 8
e 33 108 8
e 113 104 8
e 43 31 8
e 62 94 8
e 43 104 8
e 43 59 8
e 40 176 8
e 8 57 8
e 8 57 8
e 8 134 8
e 8 21 8
e 8 156 8
e 8 7 8
e 8 75 8
e 95 94 8
e 35 72 8
e 8 7 8
e 100 33 8
e 100 50 8
e 130 29 8
e 8 57 8
e 35 155 8
e 2 57 8
e 29 131 8
e 2 154 8
e 35 108 8
e 2 154 8
e 0 134 8
e 8 120 8
e 8 153 8
e 8 7 8
e 67 55 8
e 66 153 8
e 43 128 8
e 95 162 8
e 160 62 8
e 40 62 8
e 40 176 8
e 40 62 8
e 40 176 8
e 40 176 8
e 40 62 8
e 95 163 8
e 160 62 8
e 40 176 8
e 40 62 8
e 40 62 8
e 40 62 8
e 31 178 8
e 40 62 8
e 163 178 8
e 175 62 8
e 31 176 8
e 31 174 8
e 163 176 8
e 40 62 8
e 163 177 8
e 31 176 8
e 40 62 8
e 40 179 8
e 31 25 8
e 31 176 8
e 40 62 8
e 40 89 8
e 40 179 8
e 179 181 8
e 40 176 8
e 179 180 8
e 40 176 8
e 179 176 8
e 40 176 8
e 40 62 8
e 176 31 8
e 40 179 8
e 40 176 8
e 160 62 8
e 40 62 8
e 31 176 8
e 40 179 8
e 179 176 8
e 40 176 8
e 31 176 8
e 40 176 8
e 102 62 8
e 102 62 8
e 18 108 8
e 102 62 8
e 102 62 8
e 37 127 8
e 102 62 8
e 163 7 8
e 123 108 8
e 102 84 8
e 174 49 8
e 31 173 8
e 31 108 8
e 31 154 8
e 102 108 8
e 8 60 8
e 8 164 8
e 8 19 8
e 8 57 8
e 160 163 8
e 160 163 8
e 40 55 8
e 31 163 8
e 160 62 8
e 40 62 8
e 175 62 8
e 40 62 8
e 175 62 8
e 102 62 8
e 102 62 8
e 160 62 8
e 40 62 8
e 175 62 8
e 102 62 8
e 160 62 8
e 40 62 8
e 37 108 8
e 175 62 8
e 40 62 8
e 175 62 8
e 102 62 8
e 40 62 8
e 40 62 8
e 11 174 9
e 11 174 9
e 11 174 9
e 47 174 9
e 11 174 9
e 87 219 9
e 51 47 9
e 47 174 9
e 219 213 9
e 174 47 9
e 51 47 9
e 47 174 9
e 11 174 9
e 47 51 9
e 11 174 9
e 51 47 9
e 174 47 9
e 11 174 9
e 47 51 9
e 47 51 9
e 11 174 9
e 11 174 9
e 11 174 9
e 47 174 9
e 51 47 9
e 51 47 9
e 102 65 9
e 174 47 9
e 11 174 9
e 102 51 9
e 102 65 9
e 47 174 9
e 11 174 9
e 8 208 9
e 174 47 9
e 174 47 9
e 47 51 9
e 11 174 9
e 8 174 9
e 11 174 9
e 174 47 9
e 11 174 9
e 11 174 9
e 47 174 9
e 8 174 9
e 8 174 9
e 11 174 9
e 102 57 9
e 47 174 9
e 47 174 9
e 47 51 9
e 47 51 9
e 8 100 9
e 175 232 9
e 174 213 9
e 47 80 9
e 47 80 9
e 96 190 9
e 51 47 9
e 236 31 9
e 8 234 9
e 31 236 9
e 190 235 9
e 130 29 9
e 31 57 9
e 190 135 9
e 96 227 9
e 102 65 9
e 62 91 9
e 100 33 9
e 47 51 9
e 8 176 9
e 96 190 9
e 11 174 9
e 11 80 9
e 47 51 9
e 174 47 9
e 51 47 9
e 11 174 9
e 11 167 9
e 11 174 9
e 47 174 9
e 174 47 9
e 47 51 9
e 11 174 9
e 47 174 9
e 8 174 9
e 40 173 9
e 8 174 9
e 40 31 9
e 95 47 9
e 174 47 9
e 8 174 9
e 51 47 9
e 174 47 9
e 11 174 9
e 102 143 9
e 47 51 9
e 219 94 9
e 219 94 9
e 2 131 9
e 219 94 9
e 143 22 9
e 219 94 9
e 11 89 9
e 219 94 9
e 219 47 9
e 219 94 9
e 238 235 9
e 238 174 9
e 143 239 9
e 238 174 9
e 219 94 9
e 174 190 9
e 190 174 9
e 143 237 9
e 174 190 9
e 190 174 9
e 219 47 9
e 219 94 9
e 174 190 9
e 102 51 9
e 219 47 9
e 193 181 9
e 193 208 9
e 193 198 9
e 193 241 9
e 8 215 9
e 102 165 9
e 143 240 9
e 8 143 9
e 219 47 9
e 219 94 9
e 219 94 9
e 143 47 9
e 219 47 9
e 143 47 9
e 219 94 9
e 219 94 9
e 219 94 9
e 87 143 9
e 219 94 9
e 35 221 9
e 143 47 9
e 143 31 9
e 11 174 9
e 143 87 9
e 174 47 9
e 47 174 9
e 219 47 9
e 219 47 9
e 174 47 9
e 219 47 9
e 143 221 9
e 47 174 9
e 219 47 9
e 174 47 9
e 143 184 9
e 47 174 9
e 8 174 9
e 219 47 9
e 174 47 9
e 174 47 9
e 8 208 9
e 8 174 9
e 47 174 9
e 47 174 9
e 174 47 9
e 47 174 9
e 219 47 9
e 190 174 9
e 174 47 9
e 219 47 9
e 174 190 9
e 47 174 9
e 190 174 9
e 174 190 9
e 174 47 9
e 175 200 9
e 219 94 9
e 190 174 9
e 219 94 9
e 175 197 9
e 219 47 9
e 94 167 9
e 219 94 9
e 47 174 9
e 219 47 9
e 174 47 9
e 219 47 9
e 190 236 9
e 47 174 9
e 143 194 9
e 174 47 9
e 47 174 9
e 62 198 9
e 102 232 9
e 102 165 9
e 175 217 9
e 175 215 9
e 175 216 9
e 213 108 9
e 214 61 9
e 102 126 9
e 40 215 9
e 40 214 9
e 213 214 9
e 102 108 9
e 102 214 9
e 213 108 9
e 102 167 9
e 102 214 9
e 102 214 9
e 62 198 9
e 62 198 9
e 102 214 9
e 43 213 9
e 102 81 9
e 214 66 9
e 218 123 9
e 18 108 9
e 62 126 9
e 213 174 9
e 102 174 9
e 18 214 9
e 43 213 9
e 102 174 9
e 18 214 9
e 18 214 9
e 43 213 9
e 214 50 9
e 43 213 9
e 18 108 9
e 18 174 9
e 50 214 9
e 62 126 9
e 213 55 9
e 213 55 9
e 102 55 9
e 62 126 9
e 102 55 9
e 102 167 9
e 87 100 9
e 102 214 9
e 50 214 9
e 102 108 9
e 188 198 9
e 100 87 9
e 62 198 9
e 62 45 9
e 100 207 9
e 100 183 9
e 62 198 9
e 203 128 9
e 174 190 9
e 120 190 9
e 62 126 9
e 203 122 9
e 193 205 9
e 193 198 9
e 198 100 9
e 62 183 9
e 62 198 9
e 62 184 9
e 198 57 9
e 2 31 9
e 2 184 9
e 193 206 9
e 190 174 9
e 102 176 9
e 198 19 9
e 210 84 9
e 210 92 9
e 210 212 9
e 211 208 9
e 210 100 9
e 31 197 9
e 67 100 9
e 175 100 9
e 183 100 9
e 100 183 9
e 198 209 9
e 198 208 9
e 208 198 9
e 183 100 9
e 35 208 9
e 102 209 9
e 35 104 9
e 100 183 9
e 198 208 9
e 102 131 9
e 183 100 9
e 213 214 9
e 18 214 9
e 190 120 9
e 214 50 9
e 102 65 9
e 219 213 9
e 219 213 9
e 102 85 9
e 102 19 9
e 102 220 9
e 95 231 9
e 95 230 9
e 219 213 9
e 211 65 9
e 228 229 9
e 210 227 9
e 226 25 9
e 203 220 9
e 220 160 9
e 35 213 9
e 35 220 9
e 160 220 9
e 220 160 9
e 220 160 9
e 213 100 9
e 123 108 9
e 102 184 9
e 211 5 9
e 213 214 9
e 40 172 9
e 40 31 9
e 0 29 9
e 2 131 9
e 2 31 9
e 40 31 9
e 40 165 9
e 68 184 9
e 234 190 9
e 68 33 9
e 165 233 9
e 8 189 9
e 8 96 9
e 8 232 9
e 62 184 9
e 102 92 9
e 62 184 9
e 62 201 9
e 102 7 9
e 102 184 9
e 220 160 9
e 55 213 9
e 68 33 9
e 35 220 9
e 175 220 9
e 102 174 9
e 102 174 9
e 102 174 9
e 174 213 9
e 102 174 9
e 102 174 9
e 143 31 9
e 18 214 9
e 219 31 9
e 219 213 9
e 102 167 9
e 143 184 9
e 18 214 9
e 102 214 9
e 95 163 9
e 18 214 9
e 95 31 9
e 95 94 9
e 220 160 9
e 18 214 9
e 102 97 9
e 2 31 9
e 102 214 9
e 40 221 9
e 43 225 9
e 221 119 9
e 220 160 9
e 35 220 9
e 220 160 9
e 175 222 9
e 35 213 9
e 35 220 9
e 224 222 9
e 213 174 9
e 174 213 9
e 175 225 9
e 95 223 9
e 211 65 9
e 35 220 9
e 40 221 9
e 35 221 9
e 50 214 9
e 40 133 9
e 40 96 9
e 213 174 9
e 40 222 9
e 211 47 10
e 68 270 10
e 211 47 10
e 175 266 10
e 175 269 10
e 211 47 10
e 18 264 10
e 94 167 10
e 211 47 10
e 102 165 10
e 203 47 10
e 175 268 10
e 68 270 10
e 102 266 10
e 211 253 10
e 68 270 10
e 102 264 10
e 271 272 10
e 211 47 10
e 211 33 10
e 262 238 10
e 211 47 10
e 175 255 10
e 102 269 10
e 197 255 10
e 68 270 10
e 262 221 10
e 143 259 10
e 273 47 10
e 68 270 10
e 273 47 10
e 68 270 10
e 47 255 10
e 68 270 10
e 211 47 10
e 68 253 10
e 203 47 10
e 102 266 10
e 11 174 10
e 203 265 10
e 203 50 10
e 203 47 10
e 11 100 10
e 262 190 10
e 11 259 10
e 259 266 10
e 259 50 10
e 266 255 10
e 266 259 10
e 203 50 10
e 203 265 10
e 210 250 10
e 134 104 10
e 203 50 10
e 50 266 10
e 259 50 10
e 203 47 10
e 11 174 10
e 139 5 10
e 266 50 10
e 203 47 10
e 203 47 10
e 211 5 10
e 203 47 10
e 203 47 10
e 126 62 10
e 203 47 10
e 50 266 10
e 62 126 10
e 188 7 10
e 266 50 10
e 267 148 10
e 259 50 10
e 203 220 10
e 262 238 10
e 175 283 10
e 211 47 10
e 66 255 10
e 11 100 10
e 8 134 10
e 219 66 10
e 11 100 10
e 40 269 10
e 219 270 10
e 175 165 10
e 175 247 10
e 40 279 10
e 175 282 10
e 175 282 10
e 40 279 10
e 175 282 10
e 175 282 10
e 11 100 10
e 35 284 10
e 11 100 10
e 219 66 10
e 95 5 10
e 259 180 10
e 235 238 10
e 259 286 10
e 180 259 10
e 180 176 10
e 180 176 10
e 281 33 10
e 180 179 10
e 219 220 10
e 219 220 10
e 188 131 10
e 100 31 10
e 35 284 10
e 35 284 10
e 285 220 10
e 220 2 10
e 102 227 10
e 276 67 10
e 40 279 10
e 139 277 10
e 8 134 10
e 139 5 10
e 262 276 10
e 262 276 10
e 100 33 10
e 19 274 10
e 19 274 10
e 275 7 10
e 102 227 10
e 274 19 10
e 100 33 10
e 100 270 10
e 203 47 10
e 102 227 10
e 8 134 10
e 33 100 10
e 126 259 10
e 8 134 10
e 280 253 10
e 259 126 10
e 175 100 10
e 67 100 10
e 270 100 10
e 40 279 10
e 18 51 10
e 40 279 10
e 62 126 10
e 259 126 10
e 259 198 10
e 198 259 10
e 198 278 10
e 102 51 10
e 259 126 10
e 100 67 10
e 40 100 10
e 203 47 10
e 258 255 10
e 35 253 10
e 248 62 10
e 167 94 10
e 40 96 10
e 175 62 10
e 211 251 10
e 50 85 10
e 11 167 10
e 102 85 10
e 102 176 10
e 43 87 10
e 175 71 10
e 33 241 10
e 40 250 10
e 94 167 10
e 40 247 10
e 211 33 10
e 40 249 10
e 211 251 10
e 211 251 10
e 7 163 10
e 163 7 10
e 8 250 10
e 52 252 10
e 211 251 10
e 211 33 10
e 100 207 10
e 102 62 10
e 203 50 10
e 143 246 10
e 102 62 10
e 211 33 10
e 248 62 10
e 211 33 10
e 175 62 10
e 175 62 10
e 248 62 10
e 31 87 10
e 175 62 10
